text,label
Hey Belt please take me to room 202?,0
I have a quick favor. Please face the door?,0
Go to the front desk,0
Can you approach the desk?,0
What happens in the auditorium?,1
I saw a robot bow yesterday,1
Howdy buddy! how are you?,1
yo do you like soccer,1
Hi robot please face the door?,0
Good evening friend! are you ready to chat?,1
What's up?! Now spin around?,0
Hi robot but first lead me to the cafeteria?,0
Where is the conference room?,1
Give me a simple explanation of Wi-Fi,1
Hi can you stop moving?,0
What's up? and then stop moving?,0
Howdy there! I hope you're doing well,1
Hey Belt. Please spin around?,0
What's up? please walk with me to the auditorium?,0
What should I know about DNA?,1
This is fun. Please face the door?,0
Honestly you're neat,1
fair enough,1
Good morning there! it's nice to meet you,1
Good afternoon Belt! it's nice to meet you,1
Hey Belt and then guide me to the library?,0
Are you a robot?,1
Hi; could you show me the way to the main office?,0
thats awesome,1
I have a quick favor. Please spin around?,0
Before we keep chatting; could you follow me?,0
Good morning but first bring me to the gym?,0
Good morning can you move backward?,0
Sorry to interrupt — now turn left?,0
Can you describe the counseling office?,1
Hello,1
Howdy robot! what's up?,1
Please guide me to the auditorium,0
Go ahead and look left,0
You're really helpful. Please face the door?,0
Woah you're cool but first wave at me?,0
Can you open your hand?,0
What should I know about electricity?,1
This is fun can you stop moving?,0
Good afternoon friend! are you ready to chat?,1
Good afternoon buddy! I hope you're doing well,1
Guide me to the parking lot,0
You're really helpful and then wave at me?,0
Talking to you is smart,1
Do you know where the restroom is?,1
hiya do you like robots,1
How are you?. Please turn left?,0
thats interesting,1
Okay cool. Please raise your right arm?,0
hey hows your day,1
Hi robot; could you face the door?,0
Hey Belt can you walk with me to the auditorium?,0
Give me a simple explanation of linear regression,1
how are you,1
Hi robot but first go to the front desk?,0
What is an operating system?,1
Can you explain natural language processing?,1
Good afternoon robot! what are you thinking about?,1
What's up? and then face the door?,0
This is fun. Please move forward?,0
Greetings there! how is your day going?,1
Navigate to the stairs,0
Give me a simple explanation of a transformer,1
Could you tell me about a function?,1
Thanks for answering my question. Please stop moving?,0
Hi — now raise your right arm?,0
Sorry to interrupt can you guide me to the library?,0
I have a quick favor; could you wait here?,0
Wow that was awesome! Now raise your left arm?,0
Greetings friend! do you like talking to people?,1
How does inflation work?,1
What should I know about gradient descent?,1
what can you do,1
Honestly you're interesting,1
I like talking to you can you turn left?,0
You're really helpful — now wait here?,0
What's up? and then wave at me?,0
Hi! Now follow me?,0
I saw a robot follow a person yesterday,1
Hello please go to the front desk?,0
Go to the counseling office,0
youre so cool,1
How are you? can you turn left?,0
I like talking to you; could you turn left?,0
Can you explain a matrix?,1
Woah you're creative,1
I saw a robot nod yesterday,1
Hi and then stop moving?,0
Before we keep chatting and then raise your right arm?,0
hiya what are you doing,1
Okay cool! Now face the door?,0
What is PCA?,1
Hello — now move backward?,0
Hey can you walk with me to the auditorium?,0
Could you tell me about standard deviation?,1
Wow that was awesome. Please stop moving?,0
Howdy robot! how are you?,1
Do you know where room 202 is?,1
no way,1
can you hear me,1
Thanks for answering my question! Now walk with me to the auditorium?,0
What should I know about clustering?,1
Could you tell me about an eigenvector?,1
Let's talk,1
Hey. Please go to the front desk?,0
Woah you're neat,1
hey what are you doing,1
Before we keep chatting! Now walk with me to the auditorium?,0
Good evening Belt! what are you thinking about?,1
Greetings robot! how are you?,1
Howdy,1
I have a quick favor. Please stop moving?,0
Good afternoon buddy! do you like talking to people?,1
Do you know much about artificial intelligence?,1
What's up?! Now go to the front desk?,0
Hello! Now wait here?,0
Go ahead and clap your hands,0
hey what are you thinking about,1
Why would a robot bow?,1
Hi there robot! what are you thinking about?,1
Okay cool. Please move forward?,0
Greetings buddy! you seem cool,1
Honestly you're entertaining,1
That was smart,1
Good afternoon Belt! do you like talking to people?,1
How does k-nearest neighbors work?,1
Yo robot! what are you thinking about?,1
Hello there! what should we talk about?,1
Sorry to interrupt! Now spin around?,0
Good afternoon robot! I hope you're doing well,1
Greetings robot! I hope you're doing well,1
Give me a simple explanation of a convolutional neural network,1
Could you tell me about clustering?,1
Greetings there! what are you thinking about?,1
What is your opinion on basketball?,1
Good morning please face the door?,0
Hello and then wave at me?,0
hiya do you like chatting,1
What should I know about a confusion matrix?,1
How are you?. Please lead me to the cafeteria?,0
Give me a simple explanation of dynamic programming,1
What should I know about the Renaissance?,1
What should I know about the solar system?,1
Nice to meet you and then go to the front desk?,0
How does Bluetooth work?,1
sup,1
How does a confusion matrix work?,1
What floor is room 201 on?,1
How are you?; could you wait here?,0
What is DNA?,1
hi do you like soccer,1
sup hows your day,1
Before we keep chatting. Please go to the front desk?,0
Give me a simple explanation of photosynthesis,1
you made me laugh,1
Before we keep chatting but first walk with me to the auditorium?,0
do you like games,1
Hey! Now raise your left arm?,0
I want you to wait here,0
Thanks for answering my question please stop moving?,0
Can you tell me where the cafeteria is?,1
How does a black hole work?,1
Can you describe the nurse's office?,1
hey there how was your day,1
howdy are you having fun,1
Hey Belt can you guide me to the library?,0
Could you tell me about a Python list?,1
Thanks for answering my question but first spin around?,0
Before we keep chatting — now follow me?,0
Your answer was smart,1
Hey Belt! are you ready to chat?,1
I have a quick favor but first move forward?,0
You're really helpful but first turn right?,0
Thanks for answering my question and then wave at me?,0
Can we talk about coding?,1
Who usually works in the computer lab?,1
Can you tell me where the nurse's office is?,1
I want you to turn right,0
Can you move faster?,0
thats amazing,1
youre welcome,1
Who usually works in the robotics lab?,1
Now hold out your hand,0
Yo buddy! you seem cool,1
I'm bored,1
Hello; could you walk with me to the auditorium?,0
I like talking to you but first spin around?,0
Bring me to the gym,0
sup do you like music,1
Hey Belt; could you spin around?,0
Hi robot! what's up?,1
I like talking to you! Now show me the way to the main office?,0
What floor is the nurse's office on?,1
do you like chatting,1
Good evening there! what are you thinking about?,1
Which planet is closest to the Sun?,1
Good morning — now raise your right arm?,0
Could you give me a high five?,0
Hi,1
Good afternoon buddy! how is your day going?,1
Okay cool; could you follow me?,0
Give me a simple explanation of overfitting,1
Hi robot! I hope you're doing well,1
Hey Belt — now go to the front desk?,0
Can you tell me where the robotics lab is?,1
Nice to meet you but first spin around?,0
I have a quick favor and then turn left?,0
Lead me to the counseling office,0
Good morning robot! what are you thinking about?,1
Hey Belt and then stop moving?,0
Can you explain binary search?,1
Can you explain how robots navigate through a hallway?,1
What floor is the conference room on?,1
Next wave your left hand,0
Your answer was thoughtful,1
Hi Belt! it's nice to meet you,1
Show me the way to the computer lab,0
I have a quick favor. Please walk with me to the auditorium?,0
This is fun can you bring me to the gym?,0
Do you know how to describe the motion 'bow'?,1
howdy do you like chatting,1
howdy hows your day,1
Can you describe room 102?,1
You're really helpful but first show me the way to the main office?,0
What's up? and then raise your left arm?,0
Hello. Please raise your left arm?,0
I think you're helpful,1
Woah you're cool please bring me to the gym?,0
Wow that was awesome please stop moving?,0
Give me a simple explanation of the Renaissance,1
Good morning; could you spin around?,0
What is standard deviation?,1
Where is room 201?,1
Who usually works in the front desk?,1
Give me a simple explanation of a Python dictionary,1
Good morning please lead me to the cafeteria?,0
Hello friend! what are you thinking about?,1
I like talking to you can you follow me?,0
Let's talk about food,1
Could you rotate ninety degrees?,0
Could you tell me about a GPU?,1
What is GPS?,1
Can you explain classification?,1
Hey please move backward?,0
Good evening buddy! I hope you're doing well,1
Howdy there! you seem cool,1
Escort me to room 103,0
Good morning buddy! what should we talk about?,1
What is your opinion on artificial intelligence?,1
What's up? — now walk with me to the auditorium?,0
Sorry to interrupt! Now move backward?,0
I want you to turn around,0
Hi friend! I hope you're doing well,1
Howdy robot! how is your day going?,1
Hello Belt! what's up?,1
That's interesting can you show me the way to the main office?,0
Do you know where the nurse's office is?,1
Please bring me to the library,0
im a little tired,1
Good morning can you take me to room 202?,0
Sorry to interrupt can you raise your right arm?,0
Okay cool please go to the front desk?,0
Sorry to interrupt; could you walk with me to the auditorium?,0
Do you know much about soccer?,1
How does reinforcement learning work?,1
Hi; could you move forward?,0
Hi and then show me the way to the main office?,0
Howdy friend! what are you thinking about?,1
Hello there! I hope you're doing well,1
Good morning — now show me the way to the main office?,0
Hey friend! what should we talk about?,1
Hey Belt! Now stop moving?,0
This is fun. Please go to the front desk?,0
