text,intent
Tell me about Baskin Engineering.,knowledge_lookup
What can students do at the break room?,knowledge_lookup
I have a question about UCSC ID cards.,knowledge_lookup
Can you give a summary of McHenry Library?,knowledge_lookup
How do I learn more about campus maps?,knowledge_lookup
Where can I find information about Baskin Engineering?,knowledge_lookup
What does UCSC offer for undergraduate research?,knowledge_lookup
Where can I find information about robotics at UCSC?,knowledge_lookup
Tell me about campus maps.,knowledge_lookup
What resources are related to the bookstore?,knowledge_lookup
How does student organizations work?,knowledge_lookup
I have a question about campus shuttles.,knowledge_lookup
I have a question about computer science at UCSC.,knowledge_lookup
What should I know about the study lounge?,knowledge_lookup
Where can I find information about UCSC colleges?,knowledge_lookup
I have a question about UCSC colleges.,knowledge_lookup
I have a question about UCSC dining halls.,knowledge_lookup
What do you know about engineering tutoring?,knowledge_lookup
What should a new student know about engineering majors?,knowledge_lookup
Do you know where Merrill College is?,knowledge_lookup
What do you know about student organizations?,knowledge_lookup
Which campus place is related to campus Wi-Fi?,knowledge_lookup
Does UCSC have information about parking permits?,knowledge_lookup
What is the purpose of the campus shuttle stop?,knowledge_lookup
Does UCSC have information about dining options?,knowledge_lookup
What is the purpose of Stevenson College?,knowledge_lookup
What are some student resources for campus maps?,knowledge_lookup
What is campus transportation?,knowledge_lookup
What does UCSC offer for UCSC admissions?,knowledge_lookup
Which campus place is related to campus maps?,knowledge_lookup
What is the purpose of Quarry Plaza?,knowledge_lookup
Do you know where the mail room is?,knowledge_lookup
What should I know about College Nine?,knowledge_lookup
What is located near the computer lab?,knowledge_lookup
Which campus place is related to computer science at UCSC?,knowledge_lookup
Tell me about engineering tutoring.,knowledge_lookup
Can you give a summary of study spaces?,knowledge_lookup
Can you explain student organizations?,knowledge_lookup
Do you know where John R. Lewis College is?,knowledge_lookup
What do you know about campus Wi-Fi?,knowledge_lookup
I have a question about campus Wi-Fi.,knowledge_lookup
What is the difference between the front desk and the engineering building?,knowledge_lookup
Is there a place for UCSC ID cards on campus?,knowledge_lookup
What is located near John R. Lewis College?,knowledge_lookup
What does UCSC offer for campus Wi-Fi?,knowledge_lookup
What is the difference between the restroom and Baskin Engineering?,knowledge_lookup
Do you know where Science and Engineering Library is?,knowledge_lookup
How do students use Quarry Plaza?,knowledge_lookup
What are some student resources for laundry on campus?,knowledge_lookup
Can you give me info about Cowell College?,knowledge_lookup
What is the difference between Porter College and the bookstore?,knowledge_lookup
Can you look up details about student clubs?,knowledge_lookup
Can you look up details about Slug Points?,knowledge_lookup
What can students do at OPERS?,knowledge_lookup
What is the purpose of the admissions office?,knowledge_lookup
What should I know about the bookstore?,knowledge_lookup
What should a new student know about engineering tutoring?,knowledge_lookup
What can students do at the help desk?,knowledge_lookup
What do you know about advising?,knowledge_lookup
Can you tell me where the dining hall is?,knowledge_lookup
What is the difference between the bus stop and the main lobby?,knowledge_lookup
What is the difference between East Field and Science and Engineering Library?,knowledge_lookup
What do you know about campus maps?,knowledge_lookup
What does UCSC offer for OPERS?,knowledge_lookup
Can you give a summary of engineering majors?,knowledge_lookup
Is the bus stop on campus?,knowledge_lookup
What is the purpose of Rachel Carson College?,knowledge_lookup
Can you look up details about dining options?,knowledge_lookup
What is library hours?,knowledge_lookup
Give me campus info about engineering majors.,knowledge_lookup
Where is Science and Engineering Library?,knowledge_lookup
What can students do at Crown College?,knowledge_lookup
Is the robotics lab on campus?,knowledge_lookup
Where is the study lounge?,knowledge_lookup
Can you tell me where the admissions office is?,knowledge_lookup
How does campus safety work?,knowledge_lookup
What should a new student know about campus Wi-Fi?,knowledge_lookup
Can you give a summary of campus shuttles?,knowledge_lookup
What is the purpose of Merrill College?,knowledge_lookup
Tell me about campus housing.,knowledge_lookup
What does UCSC offer for advising?,knowledge_lookup
Can you tell me where the student health center is?,knowledge_lookup
Which campus place is related to Banana Slugs?,knowledge_lookup
Can you explain campus housing?,knowledge_lookup
What can students do at the campus shuttle stop?,knowledge_lookup
Tell me about parking permits.,knowledge_lookup
How do students use the campus shuttle stop?,knowledge_lookup
What is the purpose of the help desk?,knowledge_lookup
Can you explain computer science at UCSC?,knowledge_lookup
Does UCSC have information about library hours?,knowledge_lookup
Where is the makerspace?,knowledge_lookup
Do you know where the conference room is?,knowledge_lookup
Is there a place for campus housing on campus?,knowledge_lookup
Where is Baskin Engineering?,knowledge_lookup
Can you explain campus shuttles?,knowledge_lookup
What is the difference between the conference room and East Field?,knowledge_lookup
Can you tell me where Kresge College is?,knowledge_lookup
Where can I find information about campus safety?,knowledge_lookup
Can you tell me where Porter College is?,knowledge_lookup
Can you give a summary of office hours?,knowledge_lookup
How does engineering majors work?,knowledge_lookup
What should a new student know about computer science at UCSC?,knowledge_lookup
What is the purpose of College Nine?,knowledge_lookup
Is Quarry Plaza on campus?,knowledge_lookup
Is there a place for undergraduate research on campus?,knowledge_lookup
What is the difference between the help desk and Quarry Plaza?,knowledge_lookup
What are some student resources for campus safety?,knowledge_lookup
Is there a place for UCSC dining halls on campus?,knowledge_lookup
Can you give me info about the classroom?,knowledge_lookup
Can you explain Baskin Engineering?,knowledge_lookup
Tell me about UCSC colleges.,knowledge_lookup
What is located near the bookstore?,knowledge_lookup
What should I know about Cowell College?,knowledge_lookup
Can you explain campus maps?,knowledge_lookup
How do students use the help desk?,knowledge_lookup
What is the difference between the printing station and the mail room?,knowledge_lookup
What are some student resources for McHenry Library?,knowledge_lookup
What does UCSC offer for robotics at UCSC?,knowledge_lookup
What can students do at the engineering building?,knowledge_lookup
What do you know about campus labs?,knowledge_lookup
Where is the mail room?,knowledge_lookup
Can you give me info about the makerspace?,knowledge_lookup
Where is Merrill College?,knowledge_lookup
What should a new student know about campus shuttles?,knowledge_lookup
How do students use Oakes College?,knowledge_lookup
Can you give a summary of the bookstore?,knowledge_lookup
How do students use the elevator?,knowledge_lookup
Which campus place is related to student clubs?,knowledge_lookup
What should I know about the campus shuttle stop?,knowledge_lookup
How do students use East Field?,knowledge_lookup
What resources are related to engineering majors?,knowledge_lookup
Which campus place is related to the bookstore?,knowledge_lookup
How do I learn more about undergraduate research?,knowledge_lookup
Which campus place is related to UCSC dining halls?,knowledge_lookup
What should a new student know about campus safety?,knowledge_lookup
Do you know where the dining hall is?,knowledge_lookup
What should a new student know about student clubs?,knowledge_lookup
How do I learn more about campus transportation?,knowledge_lookup
What is the purpose of Baskin Engineering?,knowledge_lookup
Can you tell me where College Nine is?,knowledge_lookup
What should I know about East Field?,knowledge_lookup
Can you give a summary of undergraduate research?,knowledge_lookup
Do you know where Baskin Engineering is?,knowledge_lookup
Which campus place is related to OPERS?,knowledge_lookup
Tell me about McHenry Library.,knowledge_lookup
How do I learn more about computer science at UCSC?,knowledge_lookup
Can you give me info about the help desk?,knowledge_lookup
Do you know where East Field is?,knowledge_lookup
What is located near the campus shuttle stop?,knowledge_lookup
What is located near Porter College?,knowledge_lookup
What should I know about the front desk?,knowledge_lookup
What can students do at the bus stop?,knowledge_lookup
Does UCSC have information about engineering tutoring?,knowledge_lookup
Can you give me info about the student health center?,knowledge_lookup
What resources are related to parking permits?,knowledge_lookup
What is computer science at UCSC?,knowledge_lookup
What is the purpose of the bookstore?,knowledge_lookup
Give me campus info about campus labs.,knowledge_lookup
What should a new student know about OPERS?,knowledge_lookup
Which campus place is related to engineering majors?,knowledge_lookup
What is the difference between the classroom and College Nine?,knowledge_lookup
Where can I find information about campus shuttles?,knowledge_lookup
How do students use the advising office?,knowledge_lookup
Can you look up details about advising?,knowledge_lookup
What should I know about McHenry Library?,knowledge_lookup
What can students do at Cowell College?,knowledge_lookup
Tell me about undergraduate research.,knowledge_lookup
What is the difference between Science and Engineering Library and the bookstore?,knowledge_lookup
How do I learn more about advising?,knowledge_lookup
Does UCSC have information about student clubs?,knowledge_lookup
Which campus place is related to campus transportation?,knowledge_lookup
Can you tell me where OPERS is?,knowledge_lookup
How does campus labs work?,knowledge_lookup
Give me campus info about campus safety.,knowledge_lookup
What is the purpose of East Field?,knowledge_lookup
What is the difference between the advising office and College Nine?,knowledge_lookup
Can you give me info about Crown College?,knowledge_lookup
Do you know where the study lounge is?,knowledge_lookup
Is there a place for UCSC colleges on campus?,knowledge_lookup
What should I know about the lab entrance?,knowledge_lookup
Can you give a summary of robotics at UCSC?,knowledge_lookup
How do students use the lecture hall?,knowledge_lookup
How does computer science at UCSC work?,knowledge_lookup
Is the conference room on campus?,knowledge_lookup
Can you look up details about McHenry Library?,knowledge_lookup
Is Merrill College on campus?,knowledge_lookup
How does campus maps work?,knowledge_lookup
What is the difference between the bookstore and Oakes College?,knowledge_lookup
What do you know about robotics at UCSC?,knowledge_lookup
How do students use Merrill College?,knowledge_lookup
Where can I find information about Banana Slugs?,knowledge_lookup
What are some student resources for Baskin Engineering?,knowledge_lookup
What resources are related to office hours?,knowledge_lookup
How do students use the seminar room?,knowledge_lookup
Is the courtyard on campus?,knowledge_lookup
Can you tell me where the lecture hall is?,knowledge_lookup
What does UCSC offer for UCSC dining halls?,knowledge_lookup
What should I know about the break room?,knowledge_lookup
How do students use the main lobby?,knowledge_lookup
Is McHenry Library on campus?,knowledge_lookup
Does UCSC have information about campus maps?,knowledge_lookup
Do you know where the campus shuttle stop is?,knowledge_lookup
What is the difference between the engineering building and the dining hall?,knowledge_lookup
Can you give me info about Porter College?,knowledge_lookup
What can students do at McHenry Library?,knowledge_lookup
What do you know about campus housing?,knowledge_lookup
Can you tell me where the classroom is?,knowledge_lookup
Is the makerspace on campus?,knowledge_lookup
What resources are related to campus housing?,knowledge_lookup
How does Banana Slugs work?,knowledge_lookup
I have a question about Slug Points.,knowledge_lookup
Do you know where Quarry Plaza is?,knowledge_lookup
How do I learn more about UCSC colleges?,knowledge_lookup
I have a question about library hours.,knowledge_lookup
Where is Stevenson College?,knowledge_lookup
Is Oakes College on campus?,knowledge_lookup
Is the break room on campus?,knowledge_lookup
What is the difference between Science and Engineering Library and John R. Lewis College?,knowledge_lookup
How do students use the makerspace?,knowledge_lookup
What resources are related to UCSC dining halls?,knowledge_lookup
Where is East Field?,knowledge_lookup
What is the difference between Stevenson College and the engineering building?,knowledge_lookup
Tell me about UCSC admissions.,knowledge_lookup
What is the difference between Baskin Engineering and Stevenson College?,knowledge_lookup
How do I learn more about parking permits?,knowledge_lookup
What is student clubs?,knowledge_lookup
What is the purpose of the restroom?,knowledge_lookup
Is the elevator on campus?,knowledge_lookup
Do you know where OPERS is?,knowledge_lookup
How does campus housing work?,knowledge_lookup
How do I learn more about the bookstore?,knowledge_lookup
Do you know where the printing station is?,knowledge_lookup
What should a new student know about campus labs?,knowledge_lookup
I have a question about student organizations.,knowledge_lookup
Does UCSC have information about campus transportation?,knowledge_lookup
How do I learn more about Banana Slugs?,knowledge_lookup
What is located near Stevenson College?,knowledge_lookup
What is campus Wi-Fi?,knowledge_lookup
Can you look up details about Banana Slugs?,knowledge_lookup
Can you tell me where the computer lab is?,knowledge_lookup
What is OPERS?,knowledge_lookup
Where can I find information about campus housing?,knowledge_lookup
What is the purpose of the main lobby?,knowledge_lookup
Give me campus info about Banana Slugs.,knowledge_lookup
What is the difference between the break room and the bus stop?,knowledge_lookup
Tell me about Banana Slugs.,knowledge_lookup
Where is the bookstore?,knowledge_lookup
Where is the computer lab?,knowledge_lookup
What should I know about the classroom?,knowledge_lookup
What is the purpose of the study lounge?,knowledge_lookup
What is the purpose of the robotics lab?,knowledge_lookup
Where is the help desk?,knowledge_lookup
Does UCSC have information about student organizations?,knowledge_lookup
Tell me about the bookstore.,knowledge_lookup
What should I know about John R. Lewis College?,knowledge_lookup
What should I know about the student health center?,knowledge_lookup
What do you know about campus safety?,knowledge_lookup
I have a question about study spaces.,knowledge_lookup
What is the purpose of the lab entrance?,knowledge_lookup
I have a question about Banana Slugs.,knowledge_lookup
What is located near the elevator?,knowledge_lookup
What can students do at Merrill College?,knowledge_lookup
Can you tell me where the restroom is?,knowledge_lookup
Can you tell me where the mail room is?,knowledge_lookup
What can students do at the student health center?,knowledge_lookup
What resources are related to Banana Slugs?,knowledge_lookup
Does UCSC have information about laundry on campus?,knowledge_lookup
What is the bookstore?,knowledge_lookup
Where can I find information about the bookstore?,knowledge_lookup
Is there a place for McHenry Library on campus?,knowledge_lookup
Tell me about UCSC dining halls.,knowledge_lookup
What is located near the student health center?,knowledge_lookup
What is UCSC ID cards?,knowledge_lookup
What does UCSC offer for Baskin Engineering?,knowledge_lookup
What do you know about Slug Points?,knowledge_lookup
What is located near the seminar room?,knowledge_lookup
What resources are related to library hours?,knowledge_lookup
What is campus maps?,knowledge_lookup
What is the difference between the robotics lab and Stevenson College?,knowledge_lookup
What is the difference between the courtyard and the dining hall?,knowledge_lookup
Can you give a summary of computer science at UCSC?,knowledge_lookup
Do you know where the robotics lab is?,knowledge_lookup
What is the difference between OPERS and the restroom?,knowledge_lookup
Can you give a summary of campus labs?,knowledge_lookup
What should I know about OPERS?,knowledge_lookup
What should I know about the dining hall?,knowledge_lookup
How do I learn more about campus housing?,knowledge_lookup
What is the difference between the mail room and College Nine?,knowledge_lookup
I have a question about campus housing.,knowledge_lookup
What is located near Merrill College?,knowledge_lookup
Tell me about laundry on campus.,knowledge_lookup
How do I learn more about campus labs?,knowledge_lookup
What is located near East Field?,knowledge_lookup
What does UCSC offer for Slug Points?,knowledge_lookup
Can you tell me where the lab entrance is?,knowledge_lookup
Where can I find information about undergraduate research?,knowledge_lookup
What is the purpose of Crown College?,knowledge_lookup
Tell me about campus Wi-Fi.,knowledge_lookup
Can you explain engineering tutoring?,knowledge_lookup
What should I know about the conference room?,knowledge_lookup
Does UCSC have information about engineering majors?,knowledge_lookup
Can you tell me where the advising office is?,knowledge_lookup
Does UCSC have information about McHenry Library?,knowledge_lookup
What is the difference between the campus shuttle stop and the engineering building?,knowledge_lookup
Which campus place is related to McHenry Library?,knowledge_lookup
What is the difference between the main lobby and Quarry Plaza?,knowledge_lookup
Does UCSC have information about advising?,knowledge_lookup
Is there a place for campus maps on campus?,knowledge_lookup
Can you tell me where the courtyard is?,knowledge_lookup
Where is McHenry Library?,knowledge_lookup
What are some student resources for study spaces?,knowledge_lookup
Can you look up details about student organizations?,knowledge_lookup
What is the difference between the help desk and the main lobby?,knowledge_lookup
What is the difference between Crown College and the main lobby?,knowledge_lookup
Is the printing station on campus?,knowledge_lookup
Can you give a summary of Slug Points?,knowledge_lookup
Where can I find information about library hours?,knowledge_lookup
What are some student resources for UCSC dining halls?,knowledge_lookup
What do you know about OPERS?,knowledge_lookup
How do I learn more about UCSC ID cards?,knowledge_lookup
Can you tell me where the conference room is?,knowledge_lookup
What should a new student know about advising?,knowledge_lookup
What resources are related to UCSC admissions?,knowledge_lookup
Is there a place for student organizations on campus?,knowledge_lookup
What is the purpose of Porter College?,knowledge_lookup
What can students do at the advising office?,knowledge_lookup
Can you give me info about the bus stop?,knowledge_lookup
Can you tell me where the bookstore is?,knowledge_lookup
What are some student resources for engineering tutoring?,knowledge_lookup
Can you explain dining options?,knowledge_lookup
What can students do at the bookstore?,knowledge_lookup
Does UCSC have information about Baskin Engineering?,knowledge_lookup
Where is the advising office?,knowledge_lookup
What is the difference between the break room and the courtyard?,knowledge_lookup
Can you tell me where Crown College is?,knowledge_lookup
Is the lab entrance on campus?,knowledge_lookup
Can you give me info about the computer lab?,knowledge_lookup
What does UCSC offer for campus safety?,knowledge_lookup
How do students use the conference room?,knowledge_lookup
What is the difference between the conference room and the campus shuttle stop?,knowledge_lookup
Which campus place is related to robotics at UCSC?,knowledge_lookup
Is there a place for library hours on campus?,knowledge_lookup
Can you explain engineering majors?,knowledge_lookup
Does UCSC have information about study spaces?,knowledge_lookup
Tell me about campus safety.,knowledge_lookup
Can you give me info about Rachel Carson College?,knowledge_lookup
Is Cowell College on campus?,knowledge_lookup
What is the difference between the seminar room and Quarry Plaza?,knowledge_lookup
What should a new student know about Baskin Engineering?,knowledge_lookup
What should I know about the main lobby?,knowledge_lookup
What should I know about Oakes College?,knowledge_lookup
Can you look up details about office hours?,knowledge_lookup
How do I learn more about campus Wi-Fi?,knowledge_lookup
What should I know about Baskin Engineering?,knowledge_lookup
Where is the courtyard?,knowledge_lookup
Is there a place for student clubs on campus?,knowledge_lookup
What should a new student know about campus maps?,knowledge_lookup
How do students use Porter College?,knowledge_lookup
What is the difference between the mail room and the makerspace?,knowledge_lookup
Where is the lab entrance?,knowledge_lookup
What is located near the restroom?,knowledge_lookup
What is the difference between the computer lab and the mail room?,knowledge_lookup
Give me campus info about UCSC dining halls.,knowledge_lookup
Do you know where the courtyard is?,knowledge_lookup
Can you tell me where Baskin Engineering is?,knowledge_lookup
Do you know where McHenry Library is?,knowledge_lookup
Can you look up details about robotics at UCSC?,knowledge_lookup
Which campus place is related to library hours?,knowledge_lookup
Can you tell me where the help desk is?,knowledge_lookup
What should a new student know about the bookstore?,knowledge_lookup
What is the difference between the restroom and the elevator?,knowledge_lookup
What are some student resources for Banana Slugs?,knowledge_lookup
Is the main lobby on campus?,knowledge_lookup
Can you give a summary of campus housing?,knowledge_lookup
Is the seminar room on campus?,knowledge_lookup
What should I know about the advising office?,knowledge_lookup
What can students do at the admissions office?,knowledge_lookup
Is the lecture hall on campus?,knowledge_lookup
Is the admissions office on campus?,knowledge_lookup
Is John R. Lewis College on campus?,knowledge_lookup
What should I know about the elevator?,knowledge_lookup
What is the difference between Stevenson College and College Nine?,knowledge_lookup
What resources are related to robotics at UCSC?,knowledge_lookup
Can you give a summary of UCSC admissions?,knowledge_lookup
Do you know where the help desk is?,knowledge_lookup
What are some student resources for campus shuttles?,knowledge_lookup
What is the difference between the admissions office and Kresge College?,knowledge_lookup
What do you know about engineering majors?,knowledge_lookup
What is the difference between the engineering building and the study lounge?,knowledge_lookup
Where can I find information about Slug Points?,knowledge_lookup
What is the difference between the bus stop and the dining hall?,knowledge_lookup
Does UCSC have information about campus safety?,knowledge_lookup
I have a question about campus safety.,knowledge_lookup
What should I know about Rachel Carson College?,knowledge_lookup
Tell me about dining options.,knowledge_lookup
Do you know where the advising office is?,knowledge_lookup
What is the difference between Merrill College and the lab entrance?,knowledge_lookup
What is the difference between the advising office and Crown College?,knowledge_lookup
What is the difference between College Nine and East Field?,knowledge_lookup
What is the difference between the conference room and the makerspace?,knowledge_lookup
What do you know about office hours?,knowledge_lookup
Do you know where the bus stop is?,knowledge_lookup
What should a new student know about UCSC colleges?,knowledge_lookup
What do you know about UCSC ID cards?,knowledge_lookup
What should I know about Crown College?,knowledge_lookup
What is located near the advising office?,knowledge_lookup
What should I know about the restroom?,knowledge_lookup
Where can I find information about UCSC admissions?,knowledge_lookup
Where is the conference room?,knowledge_lookup
What is the difference between East Field and the courtyard?,knowledge_lookup
I have a question about advising.,knowledge_lookup
Can you look up details about computer science at UCSC?,knowledge_lookup
Can you tell me where Oakes College is?,knowledge_lookup
Can you give me info about the break room?,knowledge_lookup
What is the difference between the break room and McHenry Library?,knowledge_lookup
Where is the dining hall?,knowledge_lookup
I have a question about campus labs.,knowledge_lookup
Can you tell me where the campus shuttle stop is?,knowledge_lookup
I have a question about the bookstore.,knowledge_lookup
What should a new student know about campus housing?,knowledge_lookup
What is the purpose of the classroom?,knowledge_lookup
Give me campus info about student organizations.,knowledge_lookup
What should a new student know about Slug Points?,knowledge_lookup
How do I learn more about dining options?,knowledge_lookup
Where can I find information about campus transportation?,knowledge_lookup
Is there a place for campus shuttles on campus?,knowledge_lookup
What can students do at the study lounge?,knowledge_lookup
Is Crown College on campus?,knowledge_lookup
How do I learn more about campus shuttles?,knowledge_lookup
What is located near McHenry Library?,knowledge_lookup
What is the difference between OPERS and the help desk?,knowledge_lookup
Which campus place is related to student organizations?,knowledge_lookup
How do students use the mail room?,knowledge_lookup
What is the purpose of the seminar room?,knowledge_lookup
Give me campus info about UCSC admissions.,knowledge_lookup
What is the difference between the lecture hall and the seminar room?,knowledge_lookup
What is the difference between the engineering building and the bus stop?,knowledge_lookup
Is there a place for campus labs on campus?,knowledge_lookup
What is the difference between Porter College and the campus shuttle stop?,knowledge_lookup
Give me campus info about library hours.,knowledge_lookup
What is the difference between the printing station and Rachel Carson College?,knowledge_lookup
What is the difference between the student health center and College Nine?,knowledge_lookup
Can you look up details about undergraduate research?,knowledge_lookup
I have a question about student clubs.,knowledge_lookup
Where is the admissions office?,knowledge_lookup
What are some student resources for advising?,knowledge_lookup
What should I know about the robotics lab?,knowledge_lookup
Can you explain undergraduate research?,knowledge_lookup
Where can I find information about student organizations?,knowledge_lookup
What is the difference between East Field and the campus shuttle stop?,knowledge_lookup
Give me campus info about laundry on campus.,knowledge_lookup
What is the difference between the computer lab and College Nine?,knowledge_lookup
Do you know where the seminar room is?,knowledge_lookup
What does UCSC offer for engineering majors?,knowledge_lookup
What should I know about Kresge College?,knowledge_lookup
Where is the restroom?,knowledge_lookup
What is the difference between Crown College and Baskin Engineering?,knowledge_lookup
How does study spaces work?,knowledge_lookup
Do you know where the main lobby is?,knowledge_lookup
What is the difference between McHenry Library and Baskin Engineering?,knowledge_lookup
What can students do at John R. Lewis College?,knowledge_lookup
What is the difference between the dining hall and the classroom?,knowledge_lookup
Do you know where Rachel Carson College is?,knowledge_lookup
What is the difference between the bookstore and the advising office?,knowledge_lookup
What is the difference between East Field and the lecture hall?,knowledge_lookup
What is the difference between College Nine and the student health center?,knowledge_lookup
What is the difference between the front desk and the main lobby?,knowledge_lookup
What are some student resources for Slug Points?,knowledge_lookup
How do students use the study lounge?,knowledge_lookup
What do you know about study spaces?,knowledge_lookup
What is the purpose of the lecture hall?,knowledge_lookup
How do students use the dining hall?,knowledge_lookup
Does UCSC have information about campus housing?,knowledge_lookup
What is the difference between Porter College and OPERS?,knowledge_lookup
What can students do at the elevator?,knowledge_lookup
How does OPERS work?,knowledge_lookup
Where is John R. Lewis College?,knowledge_lookup
What does UCSC offer for laundry on campus?,knowledge_lookup
Which campus place is related to parking permits?,knowledge_lookup
What resources are related to engineering tutoring?,knowledge_lookup
What is the difference between Kresge College and the help desk?,knowledge_lookup
What is the difference between OPERS and the mail room?,knowledge_lookup
Can you tell me where McHenry Library is?,knowledge_lookup
What is the difference between Oakes College and Cowell College?,knowledge_lookup
Which campus place is related to UCSC admissions?,knowledge_lookup
Can you do a small movement?,movement
Please move toward me.,movement
scoot right.,movement
Can you shift around?,movement
Come closer to me.,movement
Move your base a tiny bit right.,movement
Could you rotate away from me?,movement
Can you move closer?,movement
Can you move one step backward once?,movement
"BELT, look left a little.",movement
Can you move a little?,movement
"BELT, step backward.",movement
Move backward one step.,movement
Move forward two steps.,movement
Please shift slightly right.,movement
"BELT, stop moving.",movement
"BELT, step backward quickly.",movement
Turn away from me.,movement
Roll slightly right smoothly.,movement
Turn forward once.,movement
turn around.,movement
"BELT, scoot left right now.",movement
Go a little forward three steps.,movement
Stop right there.,movement
Could you look right slightly?,movement
Can you spin once?,movement
Please shift two steps forward.,movement
Please scoot left.,movement
Can you move one step backward smoothly?,movement
Turn your body closer.,movement
do a little spin.,movement
Do a quick wave.,movement
Could you rotate slightly left?,movement
Move around by one step.,movement
Turn your body left.,movement
Move a tiny bit left by a short distance.,movement
Scoot over a little.,movement
Turn toward me.,movement
Point yourself left.,movement
Move just a tiny bit.,movement
turn left.,movement
Roll around gently.,movement
Can you move backward?,movement
Turn one step backward.,movement
Rotate slightly.,movement
Move your base half a step forward.,movement
Face half a step forward.,movement
Could you face the door?,movement
Pause movement.,movement
Turn away from me gently.,movement
Please move a little backward two steps.,movement
Roll away from me a little.,movement
Point yourself forward.,movement
Could you wave quickly?,movement
hold still.,movement
Move toward me for a second.,movement
Rotate quickly.,movement
turn right slowly.,movement
Turn three steps forward.,movement
Roll half a step forward twice.,movement
Roll a little backward.,movement
Point yourself right.,movement
Can you rotate once?,movement
Please step backward slightly.,movement
Turn closer.,movement
Move to the side.,movement
Turn two steps forward.,movement
Back up a little.,movement
Could you turn left?,movement
Try to step forward.,movement
Move your base slightly right.,movement
Could you rotate a little forward?,movement
Give me a wave.,movement
Point yourself a little backward.,movement
Could you move forward twice?,movement
"BELT, tilt right quickly.",movement
Please move a tiny bit left.,movement
Can you move a tiny bit left?,movement
Roll slightly left.,movement
Can you scoot right?,movement
Turn your body away from me.,movement
Can you spin right now?,movement
Turn around twice.,movement
"BELT, face the door once.",movement
Move half a step forward.,movement
Could you look left?,movement
Face backward.,movement
Can you shift one step backward?,movement
Could you rotate slightly right?,movement
Face a tiny bit left.,movement
Please shift forward.,movement
Please move away from me two steps.,movement
I want you to step forward.,movement
Roll half a step forward for a second.,movement
Go slightly right a tiny bit.,movement
Please move half a step forward a short distance.,movement
Turn your body half a step forward.,movement
Roll left quickly.,movement
Please roll forward slowly.,movement
Please move a tiny bit right.,movement
Move half a step forward by a tiny bit.,movement
Move forward a little.,movement
Point yourself backward.,movement
I want you to face me.,movement
Move slightly left by three steps.,movement
Please rotate slowly.,movement
Move a tiny bit right slightly.,movement
Face one step backward.,movement
Can you shift right?,movement
pause.,movement
Turn forward just a bit.,movement
Rotate slowly.,movement
Can you rotate once a little?,movement
Please nod.,movement
Please move closer.,movement
Try to wave.,movement
Go a tiny bit left.,movement
Can you move left?,movement
hold still carefully.,movement
Can you shift backward?,movement
Move a tiny bit right.,movement
Can you move two steps forward for a second?,movement
Turn half a step forward.,movement
Try to come closer.,movement
Move to the side smoothly.,movement
Move closer once.,movement
Turn slightly left just a bit.,movement
Rotate a little.,movement
Can you shift closer?,movement
Roll forward.,movement
Please stop moving for a second.,movement
Turn a little backward smoothly.,movement
Do a pause.,movement
Please hold still.,movement
Can you shift two steps forward?,movement
Move forward slowly.,movement
Please shift left.,movement
Could you step backward slightly?,movement
Please move to the side two inches.,movement
Roll around.,movement
Move around smoothly.,movement
Rotate right now.,movement
Try to shake your head.,movement
Could you come closer?,movement
Could you tilt right just a bit?,movement
"BELT, shake your head gently.",movement
Could you rotate around?,movement
Please face the door slowly.,movement
Please rotate slowly twice.,movement
Can you turn left a little?,movement
Please shift a little forward.,movement
Can you move a tiny bit right quickly?,movement
Could you tilt left?,movement
Please move back a bit.,movement
Please move three steps forward two steps.,movement
Could you pause?,movement
Move slightly right.,movement
Could you move aside a little?,movement
Move your base three steps forward.,movement
Move slightly left.,movement
Please spin smoothly.,movement
Please tilt left carefully.,movement
Can you move forward?,movement
"BELT, spin.",movement
Can you move three steps forward?,movement
Go toward me.,movement
Can you shift forward?,movement
wave.,movement
Move your base left.,movement
Move two steps forward once.,movement
Move forward slightly.,movement
Please move half a step forward three steps.,movement
Move a little forward.,movement
Can you rotate slowly once?,movement
Turn your body slightly right.,movement
Face away from me.,movement
Can you move away from me?,movement
Please spin just a bit.,movement
Go left three steps.,movement
"BELT, back up.",movement
Face three steps forward.,movement
"BELT, tilt left carefully.",movement
I want you to shake your head.,movement
Move your base to the side.,movement
Roll backward right now.,movement
step forward.,movement
Roll closer.,movement
Try to tilt right.,movement
Try to face me.,movement
Turn forward.,movement
move forward.,movement
I want you to move aside.,movement
Can you shake your head?,movement
Could you rotate left?,movement
Please shift toward me.,movement
Can you shift a little backward?,movement
Can you shift a little forward?,movement
Could you move backward just a bit?,movement
Try to turn right.,movement
Can you nod carefully?,movement
I want you to turn left.,movement
scoot left.,movement
Go back a bit.,movement
Could you rotate right?,movement
Do a turn around.,movement
Roll away from me.,movement
Go back a bit a tiny bit.,movement
Turn your body right.,movement
Please shift away from me.,movement
Can you shift to the side?,movement
Turn to the side.,movement
Turn a little backward slightly.,movement
"BELT, come closer right now.",movement
Move left by one inch.,movement
Rotate for a second.,movement
Do a look right.,movement
Could you roll backward right now?,movement
Can you move to the side carefully?,movement
Move your base backward.,movement
Move right.,movement
Move one step backward.,movement
Roll half a step forward slightly.,movement
Please turn left slowly.,movement
Turn a little backward.,movement
Point yourself a tiny bit right.,movement
